note_id,athlete_id,date,note_type,note_text
CN002847,A0438,2024-04-01,psychological,Confidence building ahead of competition window.
CN002848,A0438,2024-12-14,technical,Drive phase improving.
CN002849,A0439,2023-10-14,psychological,Maintains focus under race rehearsal.
CN002850,A0439,2021-02-07,technical,Drive phase improving.
CN002851,A0439,2024-02-17,psychological,Needs calmer start routine.
CN002852,A0439,2023-11-26,strategy,Shift focus to primary event for next cycle.
CN002853,A0439,2022-04-10,strategy,Taper response appears positive.
CN002854,A0439,2024-07-17,medical,Monitor lower limb tightness after speed sessions.
CN002855,A0439,2024-09-11,medical,Recovery plan followed well this week.
CN002856,A0439,2020-10-26,technical,Needs better bend running mechanics.
CN002857,A0440,2024-04-09,psychological,"Responds well to clear, direct cues."
CN002858,A0440,2022-02-10,medical,No adverse response after return-to-run work.
CN002859,A0440,2020-09-25,technical,Transition into upright posture is cleaner.
CN002860,A0440,2024-09-07,selection,Tracking positively for regional team consideration.
CN002861,A0440,2023-02-15,strategy,Selection window should prioritize consistency.
CN002862,A0440,2024-05-11,medical,Monitor lower limb tightness after speed sessions.
CN002863,A0441,2022-11-23,medical,Recovery plan followed well this week.
CN002864,A0441,2024-12-28,selection,Showing enough consistency for relay pool consideration.
CN002865,A0441,2020-04-16,selection,Needs one more strong result before final selection.
CN002866,A0441,2021-12-13,strategy,Shift focus to primary event for next cycle.
CN002867,A0441,2021-05-22,selection,Showing enough consistency for relay pool consideration.
CN002868,A0441,2021-02-15,technical,Needs better bend running mechanics.
CN002869,A0442,2024-02-02,strategy,Taper response appears positive.
CN002870,A0442,2023-05-18,technical,Stride rhythm is more consistent.
CN002871,A0442,2022-08-23,strategy,Shift focus to primary event for next cycle.
CN002872,A0442,2023-03-18,technical,Transition into upright posture is cleaner.
CN002873,A0442,2021-07-21,medical,Continue mobility focus and load management.
CN002874,A0443,2023-12-27,technical,Stride rhythm is more consistent.
CN002875,A0443,2023-03-30,strategy,Shift focus to primary event for next cycle.
CN002876,A0443,2021-10-29,technical,Needs better bend running mechanics.
CN002877,A0443,2021-09-20,strategy,Taper response appears positive.
CN002878,A0443,2022-04-25,selection,Tracking positively for regional team consideration.
CN002879,A0443,2024-07-17,technical,Transition into upright posture is cleaner.
CN002880,A0443,2021-12-26,strategy,Selection window should prioritize consistency.
CN002881,A0443,2024-05-20,selection,Tracking positively for regional team consideration.
CN002882,A0444,2021-03-29,technical,Stride rhythm is more consistent.
CN002883,A0444,2021-07-05,medical,Monitor lower limb tightness after speed sessions.
CN002884,A0444,2024-06-26,technical,Needs better bend running mechanics.
CN002885,A0444,2020-04-15,selection,Showing enough consistency for relay pool consideration.
CN002886,A0444,2024-10-21,strategy,Taper response appears positive.
CN002887,A0444,2022-12-15,strategy,Race modeling should emphasize controlled first half.
CN002888,A0444,2024-05-30,psychological,Needs calmer start routine.
CN002889,A0445,2023-04-10,strategy,Taper response appears positive.
CN002890,A0445,2022-05-22,selection,Needs one more strong result before final selection.
CN002891,A0445,2023-09-07,technical,Needs better bend running mechanics.
CN002892,A0445,2023-09-07,psychological,Maintains focus under race rehearsal.
CN002893,A0445,2020-03-12,selection,Showing enough consistency for relay pool consideration.
CN002894,A0445,2022-06-30,technical,Stride rhythm is more consistent.
CN002895,A0446,2024-12-26,medical,Recovery plan followed well this week.
CN002896,A0446,2023-12-03,strategy,Selection window should prioritize consistency.
CN002897,A0446,2024-02-10,psychological,Maintains focus under race rehearsal.
CN002898,A0446,2023-05-28,psychological,Maintains focus under race rehearsal.
CN002899,A0446,2024-10-28,medical,Continue mobility focus and load management.
CN002900,A0446,2021-01-14,technical,Stride rhythm is more consistent.
CN002901,A0446,2021-08-30,psychological,Needs calmer start routine.
CN002902,A0447,2022-05-27,strategy,Shift focus to primary event for next cycle.
CN002903,A0447,2024-05-18,strategy,Selection window should prioritize consistency.
CN002904,A0447,2022-08-25,medical,Recovery plan followed well this week.
CN002905,A0447,2021-02-19,selection,Needs one more strong result before final selection.
CN002906,A0447,2020-01-18,psychological,Maintains focus under race rehearsal.
CN002907,A0447,2022-12-21,psychological,"Responds well to clear, direct cues."
CN002908,A0448,2024-07-09,psychological,Confidence building ahead of competition window.
CN002909,A0448,2022-08-29,medical,No adverse response after return-to-run work.
CN002910,A0448,2020-05-30,medical,Recovery plan followed well this week.
CN002911,A0448,2023-01-28,psychological,Maintains focus under race rehearsal.
CN002912,A0448,2021-05-04,psychological,"Responds well to clear, direct cues."
CN002913,A0448,2024-07-19,technical,Needs better bend running mechanics.
CN002914,A0449,2021-11-18,strategy,Selection window should prioritize consistency.
CN002915,A0449,2024-10-04,selection,Showing enough consistency for relay pool consideration.
CN002916,A0449,2021-01-10,medical,No adverse response after return-to-run work.
CN002917,A0449,2024-07-11,selection,Currently on reserve list for championship squad.
CN002918,A0449,2021-08-03,strategy,Shift focus to primary event for next cycle.
CN002919,A0449,2024-05-11,selection,Showing enough consistency for relay pool consideration.
CN002920,A0449,2020-12-23,strategy,Shift focus to primary event for next cycle.
CN002921,A0450,2020-08-15,strategy,Selection window should prioritize consistency.
CN002922,A0450,2021-07-14,technical,Stride rhythm is more consistent.
CN002923,A0450,2023-06-09,selection,Showing enough consistency for relay pool consideration.
CN002924,A0450,2024-02-28,selection,Tracking positively for regional team consideration.
CN002925,A0450,2020-02-27,technical,Stride rhythm is more consistent.
CN002926,A0450,2021-04-08,technical,Transition into upright posture is cleaner.
CN002927,A0450,2022-05-12,strategy,Selection window should prioritize consistency.
CN002928,A0450,2020-02-23,strategy,Shift focus to primary event for next cycle.
CN002929,A0451,2024-06-28,medical,Recovery plan followed well this week.
CN002930,A0451,2023-05-24,technical,Drive phase improving.
CN002931,A0451,2022-01-31,psychological,Maintains focus under race rehearsal.
CN002932,A0451,2024-10-22,medical,Continue mobility focus and load management.
CN002933,A0451,2024-09-29,selection,Showing enough consistency for relay pool consideration.
CN002934,A0451,2020-01-30,psychological,Maintains focus under race rehearsal.
CN002935,A0452,2022-10-15,medical,No adverse response after return-to-run work.
CN002936,A0452,2020-07-20,medical,Recovery plan followed well this week.
CN002937,A0452,2024-08-04,psychological,"Responds well to clear, direct cues."
CN002938,A0452,2020-06-17,selection,Showing enough consistency for relay pool consideration.
CN002939,A0452,2022-08-11,technical,Needs better bend running mechanics.
CN002940,A0452,2023-01-10,selection,Needs one more strong result before final selection.
CN002941,A0452,2022-02-26,selection,Currently on reserve list for championship squad.
CN002942,A0453,2022-07-28,technical,Stride rhythm is more consistent.
CN002943,A0453,2021-11-26,technical,Stride rhythm is more consistent.
CN002944,A0453,2024-10-26,psychological,Maintains focus under race rehearsal.
CN002945,A0453,2023-12-22,medical,Recovery plan followed well this week.
CN002946,A0453,2023-04-15,selection,Needs one more strong result before final selection.
CN002947,A0453,2023-11-12,strategy,Taper response appears positive.
CN002948,A0453,2021-11-20,technical,Stride rhythm is more consistent.
CN002949,A0454,2024-10-02,psychological,Needs calmer start routine.
CN002950,A0454,2024-01-01,selection,Currently on reserve list for championship squad.
CN002951,A0454,2022-03-06,strategy,Shift focus to primary event for next cycle.
CN002952,A0454,2022-04-21,selection,Currently on reserve list for championship squad.
CN002953,A0454,2021-06-05,technical,Transition into upright posture is cleaner.
CN002954,A0454,2024-01-11,technical,Stride rhythm is more consistent.
CN002955,A0454,2020-10-13,technical,Drive phase improving.
CN002956,A0454,2020-04-29,psychological,Maintains focus under race rehearsal.
CN002957,A0455,2024-09-22,selection,Showing enough consistency for relay pool consideration.
CN002958,A0455,2024-05-30,technical,Transition into upright posture is cleaner.
CN002959,A0455,2023-07-09,technical,Transition into upright posture is cleaner.
CN002960,A0455,2023-01-14,strategy,Selection window should prioritize consistency.
CN002961,A0455,2023-05-04,medical,Continue mobility focus and load management.
CN002962,A0455,2024-04-12,selection,Currently on reserve list for championship squad.
CN002963,A0455,2024-12-26,technical,Transition into upright posture is cleaner.
CN002964,A0455,2021-11-19,psychological,Needs calmer start routine.
CN002965,A0456,2020-10-20,strategy,Shift focus to primary event for next cycle.
CN002966,A0456,2021-08-19,selection,Needs one more strong result before final selection.
CN002967,A0456,2020-10-30,technical,Needs better bend running mechanics.
CN002968,A0456,2022-02-23,psychological,"Responds well to clear, direct cues."
CN002969,A0456,2020-09-15,psychological,Maintains focus under race rehearsal.
CN002970,A0457,2021-11-24,strategy,Shift focus to primary event for next cycle.
CN002971,A0457,2022-02-24,strategy,Shift focus to primary event for next cycle.
CN002972,A0457,2022-05-13,psychological,Confidence building ahead of competition window.
CN002973,A0457,2024-02-12,strategy,Selection window should prioritize consistency.
CN002974,A0457,2021-10-01,technical,Transition into upright posture is cleaner.
CN002975,A0457,2024-01-30,strategy,Selection window should prioritize consistency.
CN002976,A0457,2023-11-08,medical,Continue mobility focus and load management.
CN002977,A0457,2022-01-25,selection,Currently on reserve list for championship squad.
CN002978,A0458,2021-07-28,selection,Showing enough consistency for relay pool consideration.
CN002979,A0458,2024-09-20,selection,Currently on reserve list for championship squad.
CN002980,A0458,2020-01-30,psychological,Needs calmer start routine.
CN002981,A0458,2020-10-20,strategy,Shift focus to primary event for next cycle.
CN002982,A0458,2024-12-03,technical,Transition into upright posture is cleaner.
CN002983,A0458,2024-05-29,strategy,Race modeling should emphasize controlled first half.
CN002984,A0459,2024-11-24,selection,Tracking positively for regional team consideration.
CN002985,A0459,2024-03-14,psychological,Maintains focus under race rehearsal.
CN002986,A0459,2021-02-09,medical,Recovery plan followed well this week.
CN002987,A0459,2021-05-17,strategy,Race modeling should emphasize controlled first half.
CN002988,A0459,2022-08-21,selection,Currently on reserve list for championship squad.
CN002989,A0459,2020-09-22,medical,Recovery plan followed well this week.
CN002990,A0459,2021-09-29,technical,Drive phase improving.
CN002991,A0460,2023-08-14,selection,Currently on reserve list for championship squad.
CN002992,A0460,2022-12-16,selection,Showing enough consistency for relay pool consideration.
CN002993,A0460,2022-04-19,strategy,Selection window should prioritize consistency.
CN002994,A0460,2022-01-14,medical,No adverse response after return-to-run work.
CN002995,A0460,2021-06-25,selection,Showing enough consistency for relay pool consideration.
CN002996,A0461,2022-10-07,technical,Transition into upright posture is cleaner.
CN002997,A0461,2024-05-10,psychological,Confidence building ahead of competition window.
CN002998,A0461,2021-07-01,medical,Continue mobility focus and load management.
CN002999,A0461,2022-06-23,strategy,Shift focus to primary event for next cycle.
CN003000,A0461,2024-12-20,medical,Continue mobility focus and load management.
CN003001,A0462,2021-11-04,strategy,Shift focus to primary event for next cycle.
CN003002,A0462,2021-08-22,medical,No adverse response after return-to-run work.
CN003003,A0462,2021-06-07,strategy,Race modeling should emphasize controlled first half.
CN003004,A0462,2022-08-21,technical,Stride rhythm is more consistent.
CN003005,A0462,2022-08-13,medical,Continue mobility focus and load management.
CN003006,A0462,2024-12-04,strategy,Race modeling should emphasize controlled first half.
CN003007,A0462,2023-08-26,technical,Needs better bend running mechanics.
CN003008,A0463,2023-09-03,technical,Needs better bend running mechanics.
CN003009,A0463,2021-10-28,psychological,Maintains focus under race rehearsal.
CN003010,A0463,2021-09-12,psychological,"Responds well to clear, direct cues."
CN003011,A0463,2021-09-14,psychological,Needs calmer start routine.
CN003012,A0463,2021-06-04,selection,Needs one more strong result before final selection.
CN003013,A0464,2022-03-16,medical,Recovery plan followed well this week.
CN003014,A0464,2020-09-15,technical,Drive phase improving.
CN003015,A0464,2022-05-14,selection,Tracking positively for regional team consideration.
CN003016,A0464,2024-06-26,selection,Tracking positively for regional team consideration.
CN003017,A0464,2020-05-21,medical,Recovery plan followed well this week.
CN003018,A0464,2021-01-24,strategy,Selection window should prioritize consistency.
CN003019,A0464,2022-01-10,selection,Tracking positively for regional team consideration.
CN003020,A0465,2024-04-11,technical,Needs better bend running mechanics.
CN003021,A0465,2022-02-07,technical,Needs better bend running mechanics.
CN003022,A0465,2022-02-04,medical,Recovery plan followed well this week.
CN003023,A0465,2023-01-06,technical,Drive phase improving.
CN003024,A0465,2023-11-24,technical,Stride rhythm is more consistent.
CN003025,A0465,2020-08-30,technical,Needs better bend running mechanics.
CN003026,A0465,2021-07-20,psychological,Maintains focus under race rehearsal.
CN003027,A0465,2022-03-02,selection,Needs one more strong result before final selection.
CN003028,A0466,2020-08-06,psychological,Confidence building ahead of competition window.
CN003029,A0466,2021-03-04,psychological,Maintains focus under race rehearsal.
CN003030,A0466,2024-07-12,selection,Needs one more strong result before final selection.
CN003031,A0466,2023-08-16,technical,Drive phase improving.
CN003032,A0466,2023-10-14,medical,No adverse response after return-to-run work.
CN003033,A0466,2020-05-29,selection,Tracking positively for regional team consideration.
CN003034,A0467,2021-08-16,psychological,Confidence building ahead of competition window.
CN003035,A0467,2020-01-27,technical,Stride rhythm is more consistent.
CN003036,A0467,2024-10-07,technical,Transition into upright posture is cleaner.
CN003037,A0467,2024-06-17,technical,Needs better bend running mechanics.
CN003038,A0467,2022-02-27,technical,Stride rhythm is more consistent.
CN003039,A0467,2021-06-22,psychological,Confidence building ahead of competition window.
CN003040,A0467,2024-03-13,strategy,Selection window should prioritize consistency.
CN003041,A0467,2023-07-01,strategy,Shift focus to primary event for next cycle.
CN003042,A0468,2024-06-30,selection,Currently on reserve list for championship squad.
CN003043,A0468,2020-02-12,selection,Showing enough consistency for relay pool consideration.
CN003044,A0468,2020-07-19,medical,Monitor lower limb tightness after speed sessions.
CN003045,A0468,2024-10-12,medical,Continue mobility focus and load management.
CN003046,A0468,2023-10-02,technical,Stride rhythm is more consistent.
CN003047,A0469,2022-06-05,selection,Needs one more strong result before final selection.
CN003048,A0469,2023-09-08,psychological,"Responds well to clear, direct cues."
CN003049,A0469,2020-10-10,strategy,Shift focus to primary event for next cycle.
CN003050,A0469,2022-04-22,medical,Recovery plan followed well this week.
CN003051,A0469,2020-04-21,selection,Currently on reserve list for championship squad.
CN003052,A0469,2023-08-11,strategy,Selection window should prioritize consistency.
CN003053,A0469,2023-02-27,technical,Needs better bend running mechanics.
CN003054,A0469,2023-03-06,selection,Showing enough consistency for relay pool consideration.
CN003055,A0470,2022-06-25,selection,Showing enough consistency for relay pool consideration.
CN003056,A0470,2022-06-19,psychological,Maintains focus under race rehearsal.
CN003057,A0470,2024-07-24,strategy,Selection window should prioritize consistency.
CN003058,A0470,2022-09-03,psychological,"Responds well to clear, direct cues."
CN003059,A0470,2022-11-28,strategy,Shift focus to primary event for next cycle.
CN003060,A0470,2020-03-23,psychological,Maintains focus under race rehearsal.
CN003061,A0470,2020-08-18,psychological,Maintains focus under race rehearsal.
CN003062,A0470,2022-06-06,selection,Currently on reserve list for championship squad.
CN003063,A0471,2024-10-12,medical,Monitor lower limb tightness after speed sessions.
CN003064,A0471,2024-09-24,medical,Monitor lower limb tightness after speed sessions.
CN003065,A0471,2020-06-22,technical,Stride rhythm is more consistent.
CN003066,A0471,2021-12-17,technical,Stride rhythm is more consistent.
CN003067,A0471,2023-04-01,technical,Needs better bend running mechanics.
CN003068,A0472,2022-02-28,strategy,Shift focus to primary event for next cycle.
CN003069,A0472,2023-09-11,psychological,Maintains focus under race rehearsal.
CN003070,A0472,2024-02-05,technical,Needs better bend running mechanics.
CN003071,A0472,2021-09-06,strategy,Race modeling should emphasize controlled first half.
CN003072,A0472,2024-05-11,technical,Drive phase improving.
CN003073,A0473,2024-05-03,strategy,Shift focus to primary event for next cycle.
CN003074,A0473,2020-04-10,psychological,"Responds well to clear, direct cues."
CN003075,A0473,2024-11-29,strategy,Taper response appears positive.
CN003076,A0473,2021-07-06,selection,Currently on reserve list for championship squad.
CN003077,A0473,2020-11-19,selection,Showing enough consistency for relay pool consideration.
CN003078,A0473,2024-04-23,technical,Needs better bend running mechanics.
CN003079,A0474,2021-05-10,medical,Recovery plan followed well this week.
CN003080,A0474,2024-06-13,selection,Currently on reserve list for championship squad.
CN003081,A0474,2020-05-21,technical,Drive phase improving.
CN003082,A0474,2020-04-10,strategy,Taper response appears positive.
CN003083,A0474,2023-09-01,technical,Drive phase improving.
CN003084,A0474,2023-08-06,medical,No adverse response after return-to-run work.
CN003085,A0474,2024-09-30,selection,Tracking positively for regional team consideration.
CN003086,A0475,2021-06-11,psychological,Needs calmer start routine.
CN003087,A0475,2022-03-09,strategy,Race modeling should emphasize controlled first half.
CN003088,A0475,2022-02-01,selection,Tracking positively for regional team consideration.
CN003089,A0475,2020-08-25,selection,Currently on reserve list for championship squad.
CN003090,A0475,2023-08-23,technical,Transition into upright posture is cleaner.
CN003091,A0475,2024-08-26,strategy,Shift focus to primary event for next cycle.
CN003092,A0475,2022-09-30,technical,Needs better bend running mechanics.
CN003093,A0476,2023-06-22,medical,Continue mobility focus and load management.
CN003094,A0476,2021-04-30,technical,Drive phase improving.
CN003095,A0476,2020-08-04,medical,Continue mobility focus and load management.
CN003096,A0476,2020-07-03,technical,Drive phase improving.
CN003097,A0476,2020-02-23,technical,Drive phase improving.
CN003098,A0476,2023-01-25,technical,Needs better bend running mechanics.
CN003099,A0476,2022-04-11,technical,Drive phase improving.
CN003100,A0477,2020-12-15,psychological,"Responds well to clear, direct cues."
CN003101,A0477,2020-12-06,strategy,Selection window should prioritize consistency.
CN003102,A0477,2020-03-07,medical,Recovery plan followed well this week.
CN003103,A0477,2020-12-26,strategy,Shift focus to primary event for next cycle.
CN003104,A0477,2021-08-06,psychological,Confidence building ahead of competition window.
CN003105,A0477,2022-04-08,medical,No adverse response after return-to-run work.
CN003106,A0477,2021-05-23,technical,Transition into upright posture is cleaner.
CN003107,A0477,2022-08-28,technical,Needs better bend running mechanics.
CN003108,A0478,2021-03-01,psychological,Confidence building ahead of competition window.
CN003109,A0478,2024-08-02,strategy,Selection window should prioritize consistency.
CN003110,A0478,2023-08-25,selection,Needs one more strong result before final selection.
CN003111,A0478,2024-08-29,psychological,Confidence building ahead of competition window.
CN003112,A0478,2022-06-03,strategy,Taper response appears positive.
CN003113,A0479,2020-01-27,selection,Currently on reserve list for championship squad.
CN003114,A0479,2023-12-14,psychological,Needs calmer start routine.
CN003115,A0479,2024-09-12,medical,Recovery plan followed well this week.
CN003116,A0479,2020-08-10,psychological,"Responds well to clear, direct cues."
CN003117,A0479,2020-10-20,medical,No adverse response after return-to-run work.
CN003118,A0480,2022-12-19,technical,Stride rhythm is more consistent.
CN003119,A0480,2023-02-21,technical,Drive phase improving.
CN003120,A0480,2021-01-23,medical,Monitor lower limb tightness after speed sessions.
CN003121,A0480,2024-02-21,psychological,"Responds well to clear, direct cues."
CN003122,A0480,2023-02-02,selection,Currently on reserve list for championship squad.
CN003123,A0480,2022-10-01,strategy,Race modeling should emphasize controlled first half.
CN003124,A0480,2021-05-21,selection,Tracking positively for regional team consideration.
CN003125,A0481,2023-11-08,psychological,Needs calmer start routine.
CN003126,A0481,2022-09-21,psychological,Maintains focus under race rehearsal.
CN003127,A0481,2021-06-18,selection,Needs one more strong result before final selection.
CN003128,A0481,2024-01-25,psychological,Needs calmer start routine.
CN003129,A0481,2023-01-07,selection,Tracking positively for regional team consideration.
CN003130,A0482,2021-09-15,psychological,Needs calmer start routine.
CN003131,A0482,2021-12-02,psychological,Needs calmer start routine.
CN003132,A0482,2022-08-28,technical,Stride rhythm is more consistent.
CN003133,A0482,2023-07-26,strategy,Taper response appears positive.
CN003134,A0482,2023-10-23,selection,Currently on reserve list for championship squad.
CN003135,A0482,2023-03-29,selection,Tracking positively for regional team consideration.
CN003136,A0482,2024-05-11,technical,Drive phase improving.
CN003137,A0483,2024-02-08,medical,Monitor lower limb tightness after speed sessions.
CN003138,A0483,2022-07-31,psychological,Needs calmer start routine.
CN003139,A0483,2022-03-18,selection,Currently on reserve list for championship squad.
CN003140,A0483,2024-10-23,strategy,Race modeling should emphasize controlled first half.
CN003141,A0483,2021-11-18,medical,No adverse response after return-to-run work.
CN003142,A0483,2020-02-04,medical,No adverse response after return-to-run work.
CN003143,A0483,2021-12-09,strategy,Taper response appears positive.
CN003144,A0484,2020-08-28,psychological,"Responds well to clear, direct cues."
CN003145,A0484,2022-10-23,psychological,Maintains focus under race rehearsal.
CN003146,A0484,2024-01-12,technical,Drive phase improving.
CN003147,A0484,2020-01-20,psychological,Confidence building ahead of competition window.
CN003148,A0484,2021-04-27,strategy,Taper response appears positive.
CN003149,A0484,2022-02-01,selection,Currently on reserve list for championship squad.
CN003150,A0484,2021-09-18,strategy,Selection window should prioritize consistency.
CN003151,A0484,2021-02-17,medical,Monitor lower limb tightness after speed sessions.
CN003152,A0485,2020-11-02,psychological,Confidence building ahead of competition window.
CN003153,A0485,2024-04-12,medical,Monitor lower limb tightness after speed sessions.
CN003154,A0485,2024-09-10,strategy,Taper response appears positive.
CN003155,A0485,2020-10-22,technical,Needs better bend running mechanics.
CN003156,A0485,2024-04-01,technical,Needs better bend running mechanics.
CN003157,A0486,2021-03-02,medical,No adverse response after return-to-run work.
CN003158,A0486,2020-10-24,psychological,"Responds well to clear, direct cues."
CN003159,A0486,2021-12-29,psychological,Needs calmer start routine.
CN003160,A0486,2024-11-20,technical,Stride rhythm is more consistent.
CN003161,A0486,2020-05-01,technical,Drive phase improving.
CN003162,A0486,2023-05-22,selection,Currently on reserve list for championship squad.
CN003163,A0487,2021-05-18,psychological,Confidence building ahead of competition window.
CN003164,A0487,2022-09-14,medical,Continue mobility focus and load management.
CN003165,A0487,2023-10-11,medical,Continue mobility focus and load management.
CN003166,A0487,2023-02-20,psychological,Confidence building ahead of competition window.
CN003167,A0487,2020-09-22,selection,Currently on reserve list for championship squad.
CN003168,A0487,2024-10-10,strategy,Taper response appears positive.
CN003169,A0488,2023-09-07,selection,Needs one more strong result before final selection.
CN003170,A0488,2022-09-21,selection,Tracking positively for regional team consideration.
CN003171,A0488,2023-07-06,strategy,Selection window should prioritize consistency.
CN003172,A0488,2022-08-06,medical,Recovery plan followed well this week.
CN003173,A0488,2020-05-30,selection,Needs one more strong result before final selection.
CN003174,A0488,2020-03-25,technical,Needs better bend running mechanics.
CN003175,A0488,2024-10-27,technical,Drive phase improving.
CN003176,A0489,2023-12-06,medical,No adverse response after return-to-run work.
CN003177,A0489,2021-09-14,psychological,Confidence building ahead of competition window.
CN003178,A0489,2020-12-23,medical,No adverse response after return-to-run work.
CN003179,A0489,2022-03-01,selection,Needs one more strong result before final selection.
CN003180,A0489,2022-02-25,technical,Transition into upright posture is cleaner.
CN003181,A0489,2024-08-01,selection,Tracking positively for regional team consideration.
CN003182,A0489,2022-09-02,selection,Tracking positively for regional team consideration.
CN003183,A0490,2020-09-13,selection,Tracking positively for regional team consideration.
CN003184,A0490,2021-07-14,psychological,Confidence building ahead of competition window.
CN003185,A0490,2021-05-29,selection,Needs one more strong result before final selection.
CN003186,A0490,2023-03-02,psychological,Confidence building ahead of competition window.
CN003187,A0490,2024-07-19,medical,No adverse response after return-to-run work.
CN003188,A0490,2022-04-15,selection,Showing enough consistency for relay pool consideration.
CN003189,A0491,2024-06-20,technical,Stride rhythm is more consistent.
CN003190,A0491,2021-07-03,medical,Continue mobility focus and load management.
CN003191,A0491,2023-01-16,technical,Needs better bend running mechanics.
CN003192,A0491,2020-09-16,technical,Needs better bend running mechanics.
CN003193,A0491,2020-09-20,strategy,Race modeling should emphasize controlled first half.
CN003194,A0492,2022-03-26,strategy,Selection window should prioritize consistency.
CN003195,A0492,2022-01-02,selection,Tracking positively for regional team consideration.
CN003196,A0492,2024-08-04,medical,Continue mobility focus and load management.
CN003197,A0492,2024-09-30,strategy,Race modeling should emphasize controlled first half.
CN003198,A0492,2021-01-03,medical,No adverse response after return-to-run work.
CN003199,A0492,2024-01-28,medical,Recovery plan followed well this week.
CN003200,A0492,2021-10-03,medical,Recovery plan followed well this week.
CN003201,A0492,2023-08-12,strategy,Shift focus to primary event for next cycle.
CN003202,A0493,2022-01-30,strategy,Shift focus to primary event for next cycle.
CN003203,A0493,2023-05-12,technical,Stride rhythm is more consistent.
CN003204,A0493,2024-10-24,strategy,Taper response appears positive.
CN003205,A0493,2023-04-10,technical,Stride rhythm is more consistent.
CN003206,A0493,2022-11-05,psychological,Needs calmer start routine.
CN003207,A0493,2024-06-23,strategy,Taper response appears positive.
CN003208,A0493,2023-12-15,medical,Continue mobility focus and load management.
CN003209,A0494,2020-06-28,medical,Continue mobility focus and load management.
CN003210,A0494,2021-07-08,strategy,Taper response appears positive.
CN003211,A0494,2022-11-18,technical,Drive phase improving.
CN003212,A0494,2020-03-07,strategy,Taper response appears positive.
CN003213,A0494,2020-03-24,psychological,"Responds well to clear, direct cues."
CN003214,A0495,2021-03-09,medical,No adverse response after return-to-run work.
CN003215,A0495,2022-07-19,technical,Drive phase improving.
CN003216,A0495,2022-07-03,selection,Currently on reserve list for championship squad.
CN003217,A0495,2023-11-25,selection,Showing enough consistency for relay pool consideration.
CN003218,A0495,2022-05-28,technical,Drive phase improving.
CN003219,A0495,2022-09-24,strategy,Taper response appears positive.
CN003220,A0495,2023-02-15,medical,Recovery plan followed well this week.
CN003221,A0496,2024-12-02,psychological,Needs calmer start routine.
CN003222,A0496,2021-02-02,medical,Recovery plan followed well this week.
CN003223,A0496,2021-11-05,technical,Drive phase improving.
CN003224,A0496,2024-03-01,medical,Continue mobility focus and load management.
CN003225,A0496,2024-12-08,strategy,Race modeling should emphasize controlled first half.
CN003226,A0496,2020-12-05,strategy,Race modeling should emphasize controlled first half.
CN003227,A0496,2020-10-07,technical,Transition into upright posture is cleaner.
CN003228,A0496,2024-07-27,medical,Recovery plan followed well this week.
CN003229,A0497,2021-10-03,technical,Needs better bend running mechanics.
CN003230,A0497,2021-03-22,selection,Needs one more strong result before final selection.
CN003231,A0497,2023-11-18,medical,Recovery plan followed well this week.
CN003232,A0497,2022-07-24,strategy,Shift focus to primary event for next cycle.
CN003233,A0497,2022-11-01,strategy,Race modeling should emphasize controlled first half.
CN003234,A0497,2020-09-29,strategy,Selection window should prioritize consistency.
CN003235,A0498,2020-01-15,selection,Currently on reserve list for championship squad.
CN003236,A0498,2021-03-13,psychological,Maintains focus under race rehearsal.
CN003237,A0498,2024-03-18,selection,Needs one more strong result before final selection.
CN003238,A0498,2022-12-15,strategy,Race modeling should emphasize controlled first half.
CN003239,A0498,2021-07-28,selection,Tracking positively for regional team consideration.
CN003240,A0498,2021-04-27,selection,Needs one more strong result before final selection.
CN003241,A0499,2020-01-06,psychological,Needs calmer start routine.
CN003242,A0499,2023-09-24,medical,No adverse response after return-to-run work.
CN003243,A0499,2022-01-30,strategy,Race modeling should emphasize controlled first half.
CN003244,A0499,2023-01-16,technical,Transition into upright posture is cleaner.
CN003245,A0499,2022-03-15,technical,Drive phase improving.
CN003246,A0499,2023-12-04,psychological,Needs calmer start routine.
CN003247,A0500,2022-11-23,psychological,Maintains focus under race rehearsal.
CN003248,A0500,2022-08-04,psychological,Needs calmer start routine.
CN003249,A0500,2022-09-23,technical,Transition into upright posture is cleaner.
CN003250,A0500,2020-11-27,medical,Recovery plan followed well this week.
CN003251,A0500,2022-01-24,selection,Currently on reserve list for championship squad.
CN003252,A0500,2022-09-17,selection,Needs one more strong result before final selection.
CN003253,A0501,2021-07-05,psychological,Needs calmer start routine.
CN003254,A0501,2021-08-12,strategy,Selection window should prioritize consistency.
CN003255,A0501,2023-05-21,selection,Currently on reserve list for championship squad.
CN003256,A0501,2024-07-06,medical,Continue mobility focus and load management.
CN003257,A0501,2021-03-11,psychological,Confidence building ahead of competition window.
CN003258,A0501,2022-01-24,selection,Tracking positively for regional team consideration.
CN003259,A0501,2022-09-03,technical,Needs better bend running mechanics.
CN003260,A0501,2021-07-01,strategy,Taper response appears positive.
CN003261,A0502,2021-04-27,technical,Transition into upright posture is cleaner.
CN003262,A0502,2024-04-30,strategy,Shift focus to primary event for next cycle.
CN003263,A0502,2023-05-05,psychological,Confidence building ahead of competition window.
CN003264,A0502,2021-02-24,medical,No adverse response after return-to-run work.
CN003265,A0502,2021-12-25,technical,Needs better bend running mechanics.
